adoption,adoptionDegree,authors,docId,docLabel,docTitle,docType,group,href,implementationDate,keywords,leadingunit,participationUnits,publicationDate,publisher,status.active,workInfo.review,status.stabilized,status.stabilizedDate,status.superseded,status.supersededBy,status.withdrawn,references.normative,status.statusNote,references.bibliographic,docElement,docNumber,docPart,repo,doi,relatedDocs,status.reaffirmDate,status.reaffirmed,status.unknown,status.draft,status.publicCd,status.amended,status.amendedDate,status.amendedBy,details
"[""iso6036-1996""]",修改采用（MOD）,"[""杨明达""]",gbt-13154-2006,GB/T 13154-2006,电视用彩色电影拷贝和幻灯片的密度规范,国家标准,国家电影局,./pdf/GBT_13154-2006_电视用彩色电影拷贝和幻灯片的密度规范.pdf,2007-03-01,"[""胶片工艺"",""电视""]",中国电影集团公司,"[""中国电影集团公司"",""北京电影洗印录像技术厂""]",2006-08-30,中华人民共和国国家质量监督检验检疫总局/中国国家标准化管理委员会,true,"[{""assignedGroup"":""全国广播电影电视标准化技术委员会（SAC/TC239/SC4）"",""reviewDate"":""2016-10-01"",""reviewPeriod"":""集中复审""}]",undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""iso8590-1985""]",修改采用（MOD）,undefined,gbt-13155-1991,GB/T 13155-1991,70mm电影涂磁发行拷贝上磁性声迹的录音频率响应特性,国家标准,中国电影科学技术研究所,./pdf/GBT_13155-1991_70mm电影涂磁发行拷贝上磁性声迹的录音频率响应特性.pdf,1992-6-1,"[""胶片工艺""]",中国电影科学技术研究所,"[""中国电影科学技术研究所""]",1991-9-16,中华人民共和国国家质量监督检验检疫总局/中国国家标准化管理委员会,false,"[{""assignedGroup"":""全国广播电影电视标准化技术委员会（SAC/TC239/SC4）"",""reviewDate"":""2016-10-01"",""reviewPeriod"":""集中复审""}]",undefined,undefined,undefined,undefined,true,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso6036-1996,ISO 6036:1996,Cinematography — Colour motion-picture prints and slides for television — Density specifications,国际标准,iso-tc36-tc,https://www.iso.org/standard/12231.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,true,2000-11-25,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""iso7831-1986"",""iso2969-1987""]",参考采用（REF）,undefined,gbt-13157-1991,GB/T 13157-1991,35mm影片光学声迹的还音电声频率响应特性,国家标准,国家电影局,./pdf/GBT_13157-1991_35mm影片光学声迹的还音电声频率响应特性.pdf,1992-06-01,"[""胶片工艺""]",中国电影科学技术研究所,"[""中国电影科学技术研究所""]",1991-09-16,国家技术监督局,true,"[{""assignedGroup"":""全国广播电影电视标准化技术委员会（SAC/TC239/SC4）"",""reviewDate"":""2016-10-01"",""reviewPeriod"":""集中复审""}]",undefined,undefined,undefined,undefined,undefined,null,同时采标的ISO 7831:1986现行;ISO 2969:1987被代替。,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso2969-1987,ISO 2969:1987,Cinematography — B-chain electro-acoustic response of motion-picture control rooms and indoor theatres — Specifications and measurements,国际标准,iso-tc36-tc,undefined,undefined,undefined,undefined,undefined,undefined,ISO,false,null,undefined,undefined,true,"[""iso2969-2015""]",undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""iso7343-1983""]",参考采用（REF）,"[""敬健""]",gbt-13999-1992,GB/T 13999-1992,35mm电影拷贝上光学双声迹的位置和宽度尺寸,国家标准,国家电影局,./pdf/GBT_13999-1992_35mm电影拷贝上光学双声迹的位置和宽度尺寸.pdf,1993-08-01,"[""胶片工艺""]",中国电影科学技术研究所,"[""中国电影科学技术研究所""]",1992-12-17,国家技术监督局,true,"[{""assignedGroup"":""全国广播电影电视标准化技术委员会（SAC/TC239/SC4）"",""reviewDate"":""2016-10-01"",""reviewPeriod"":""集中复审""}]",undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso7343-1983,ISO 7343:1983,Cinematography — Two-track photographic sound records on 35 mm motion-picture prints — Positions and width dimensions,国际标准,iso-tc36-tc,undefined,undefined,undefined,undefined,undefined,undefined,ISO,false,null,undefined,undefined,true,"[""iso7343-1993""]",undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""iso2969-1987""]",参考采用（REF）,undefined,gbt-15397-1994,GB/T 15397-1994,电影录音控制室、鉴定放映室及室内影院A环、B环电声频率响应特性测量方法,国家标准,国家电影局,./pdf/GBT_15397-1994_电影录音控制室、鉴定放映室及室内影院A环、B环电声频率响应特性测量方法.pdf,1995-08-01,"[""声音""]",中国电影科学技术研究所,"[""中国电影科学技术研究所""]",1994-12-28,国家技术监督局,true,"[{""assignedGroup"":""全国广播电影电视标准化技术委员会（SAC/TC239/SC4）"",""reviewDate"":""2016-10-01"",""reviewPeriod"":""集中复审""}]",undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso4246-1984,ISO 4246:1984,Cinematography — Vocabulary,国际标准,iso-tc36-tc,undefined,undefined,undefined,undefined,undefined,undefined,ISO,false,null,undefined,undefined,true,"[""iso4246-1994""]",undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso4246-1994,ISO 4246:1994,Cinematography — Vocabulary,国际标准,iso-tc36-tc,https://www.iso.org/standard/10045.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,true,1998-11-30,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""iso6035-1983""]",修改采用（MOD）,"[""顾欣台""]",gbt-19770-2005,GB/T 19770-2005,电影 评价电视用电影和幻灯的观看条件 彩色、亮度和尺寸,国家标准,国家电影局,./pdf/GBT_19770-2005_电影_评价电视用电影和幻灯的观看条件_彩色、亮度和尺寸.pdf,2005-12-01,"[""胶片工艺"",""电视""]",中国电影科学技术研究所,"[""中国电影科学技术研究所""]",2005-05-20,中华人民共和国国家质量监督检验检疫总局/中国国家标准化管理委员会,true,"[{""assignedGroup"":""全国广播电影电视标准化技术委员会（SAC/TC239/SC4）"",""reviewDate"":""2016-10-01"",""reviewPeriod"":""集中复审""}]",undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso6035-1983,ISO 6035:1983,"Cinematography — Viewing conditions for the evaluation of films and slides for television — Colours, luminances and dimensions",国际标准,iso-tc36-tc,https://www.iso.org/standard/12230.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,true,1991-07-01,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""iso12612-1997""]",修改采用（MOD）,"[""顾欣台""]",gbt-20231-2006,GB/T 20231-2006,电影 后期制作素材的交换,国家标准,国家电影局,./pdf/GBT_20231-2006_电影_后期制作素材的交换.pdf,2006-010-01,"[""胶片工艺""]",中国电影科学技术研究所,"[""中国电影科学技术研究所""]",2006-04-21,中华人民共和国国家质量监督检验检疫总局/中国国家标准化管理委员会,true,"[{""assignedGroup"":""全国广播电影电视标准化技术委员会（SAC/TC239/SC4）"",""reviewDate"":""2016-10-01"",""reviewPeriod"":""集中复审""}]",undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso12612-1997,ISO 12612:1997,Cinematography — Interchange of post-production materials,国际标准,iso-tc36-tc,undefined,undefined,undefined,undefined,undefined,undefined,ISO,false,null,undefined,undefined,true,"[""iso12612-2016""]",undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,dyj-x-2019,DY/J X—2019,点播影院暂行技术规范,技术文件,国家电影局,./pdf/DYJ_X—2019_点播影院暂行技术规范.pdf,2019-05-31,"[""点播"",""测量"",""检测能力""]",中国电影科学技术研究所,"[""中国电影科学技术研究所"",""中央宣传部电影技术质量检测所"",""中央宣传部电影数字节目管理中心"",""国家电影事业发展专项资金管理委员会办公室""]",2019-05-31,国家电影局,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""李娜"",""高五峰"",""龚波"",""林民杰"",""张鑫"",""高峰"",""周永业"",""李艳龙"",""徐瑾"",""刘振家"",""王伟"",""郑执权""]",dyt-1-2020,DY/T 1—2020,数字影院立体放映技术要求和测量方法,行业标准,国家电影局,./pdf/DYT_1—2020_数字影院立体放映技术要求和测量方法.pdf,2020-09-01,"[""立体"",""测量"",""检测能力""]",中央宣传部电影技术质量检测所,"[""中央宣传部电影技术质量检测所"",""中国电影科学技术研究所"",""中国电影器材有限责任公司"",""杜比实验室国际技术服务（北京）有限公司"",""锐地（上海）三维设备租赁有限公司"",""深圳市岱洋科技有限公司"",""深圳市乐视环球科技有限公司"",""深圳市时代华影科技开发有限公司"",""深圳未来立体科技有限公司""]",2020-09-01,国家电影局,true,null,undefined,undefined,undefined,undefined,undefined,"[""gyt-311-2017"",""gdj-017-2007""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""李枢平"",""宋强"",""刘达""]",gdj-017-2007,GD/J 017—2007,数字影院暂行技术要求,行业暂行技术要求,全国广播电影电视标准化技术委员会（SAC/TC239/SC4）,./pdf/GDJ_017—2007_数字影院暂行技术要求.pdf,2007-8-13,"[""检测能力""]",中国电影科学技术研究所,undefined,2007-8-13,国家广播电影电视总局,true,null,undefined,undefined,undefined,undefined,undefined,"[""gbt-15769-1995"",""gbt-8898-2001"",""iso15444-1"",""isocie10527-1991"",""SMPTE.ST372.2002"",""SMPTE.ST428-1"",""SMPTE.ST428-2"",""SMPTE.ST429-3"",""SMPTE.ST429-4"",""SMPTE.ST431-1.2006"",""aes3-2003""]",undefined,"[""dci-dcss-v11""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""iso4246-1984""]",修改采用（MOD）,undefined,gbt-15769-1995,GB/T 15769-1995,电影技术术语,国家标准,国家电影局,./pdf/GBT_15769-1995_电影技术术语.pdf,1996-08-01,"[""胶片工艺""]",中国电影科学技术研究所,undefined,1995-12-08,国家技术监督局,true,"[{""assignedGroup"":""全国广播电影电视标准化技术委员会（SAC/TC239/SC4）"",""reviewDate"":""2016-10-01"",""reviewPeriod"":""集中复审""}]",undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gbt-8898-2001,GB/T 8898-2001,音频、视频及类似电子设备安全要求,国家标准,工业和信息化部,undefined,2012-11-01,undefined,undefined,undefined,2011-12-30,中华人民共和国国家质量监督检验检疫总局/中国国家标准化管理委员会,false,null,undefined,undefined,true,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,isocie10527-1991,ISO/CIE 10527:1991,CIE standard colorimetric observers,国际标准,undefined,https://www.iso.org/standard/18596.html,undefined,undefined,undefined,undefined,1991-12-01,ISO/CIE,false,null,undefined,undefined,true,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,SMPTE.ST372.2002,SMPTE ST 372(m):2002,Dual Link 1.5 Gb/s Digital Interface for 1920 × 1080 and 2048 × 1080 Picture Formats,国外标准,smpte-32nf-tc,undefined,undefined,undefined,undefined,undefined,undefined,SMPTE,false,null,undefined,undefined,true,undefined,undefined,null,undefined,null,m,372,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,SMPTE.ST428-1.2019,SMPTE ST 428-1:2019,D-Cinema Distribution Master (DCDM) - Image Characteristics,国外标准,smpte-21dc-tc,https://doi.org/10.5594/SMPTE.ST428-1.2019,undefined,"[""DCinema"",""DCDM"",""DCP核心"",""发行"",""图像""]",undefined,undefined,undefined,SMPTE,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,428,1,https://github.com/SMPTE/st428-1,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,SMPTE.ST428-2.2006,SMPTE ST 428-2.2006,D-Cinema Distribution Master - Audio Characteristics,国外标准,smpte-21dc-tc,https://doi.org/10.5594/SMPTE.ST428-2.2006,undefined,"[""DCinema"",""DCDM"",""DCP核心"",""发行"",""声音""]",undefined,undefined,undefined,SMPTE,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,428,2,https://github.com/SMPTE/st428-2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,SMPTE.ST429-3.2007,SMPTE ST 429-3:2007,D-Cinema Packaging - Sound and Picture Track File,国外标准,smpte-27c-tc,https://doi.org/10.5594/SMPTE.ST429-3.2007,undefined,"[""DCinema"",""打包"",""DCP核心"",""图像"",""声音"",""MXF应用"",""JPEG2000""]",undefined,undefined,undefined,SMPTE,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,429,3,https://github.com/SMPTE/st429-3,10.5594/SMPTE.ST429-3.2007,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,SMPTE.ST431-1.2006,SMPTE ST 431-1:2006,"D-Cinema Quality - Screen Luminance Level, Chromaticity and Uniformity",国外标准,smpte-27c-tc,https://doi.org/10.5594/SMPTE.ST431-1.2006,undefined,"[""DCinema"",""质量"",""放映"",""测量"",""图像""]",undefined,undefined,2006-04-18,SMPTE,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,431,1,https://github.com/SMPTE/st431-1,10.5594/SMPTE.ST431-1.2006,"[""iso26431-1-2008""]",2018-03-15,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso26431-1-2008,ISO 26431-1:2008,"Digital cinema (D-cinema) quality — Part 1: Screen luminance level, chromaticity and uniformity",国际标准,iso-tc36-tc,https://www.iso.org/standard/50207.html,undefined,"[""DCinema"",""质量"",""放映"",""测量"",""图像""]",undefined,undefined,2008-09-01,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,"[""SMPTE.ST431-1.2006""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,aes3-2003,AES3-2003,AES standard for digital audio engineering - Serial transmission format for two-channel linearly represented digital audio data,国外标准,undefined,http://www.aes.org/publications/standards/search.cfm?docID=13,undefined,undefined,undefined,undefined,undefined,AES,false,null,undefined,undefined,true,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,dci-dcss-v11,DCSS v1.1 2007-0412,Digital Cinema System Specification Version 1.1,国外规范,undefined,https://www.dcimovies.com/archives/spec_v1_1/DCI_DCinema_System_Spec_v1_1.pdf,undefined,undefined,undefined,undefined,2007-04-12,DCI,false,null,undefined,undefined,true,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,"[""王薇娜"",""龚波"",""朱君"",""朱觉"",""张辉"",""董强国"",""陈海生"",""高峰"",""李娜"",""许少宸"",""王文强"",""王景宇"",""贾波"",""何伟峰"",""邱正选"",""黄永谦"",""杨小寒"",""张金亮"",""王勤才"",""杨洪涛"",""董保鑫"",""杨伟强"",""邱昱天"",""李欣""]",gyt-311-2017,GY/T 311—2017,电影院视听环境技术要求和测量方法,行业标准,全国广播电影电视标准化技术委员会（SAC/TC239/SC4）,./pdf/GYT_311—2017_电影院视听环境技术要求和测量方法.pdf,2017-11-24,"[""测量"",""检测能力""]",国家新闻出版广电总局电影技术质量检测所,"[""国家新闻出版广电总局电影技术质量检测所"",""上海电影（集团）有限公司"",""北京中影博圣影视科技有限公司"",""广州飞达音响股份有限公司"",""中广华夏影视科技有限公司"",""宁波音王集团有限公司""]",2017-11-24,国家广播电影电视总局,true,null,undefined,undefined,undefined,undefined,undefined,"[""gbt-19889.4-2005"",""gbt-50121-2005"",""gbt-3785.1-2010"",""gbt-3241-2010"",""gbt-15173-2010"",""gbt-50076-2013"",""gyt-312-2017"",""sjt-10724-2013""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gbt-19889.4-2005,GB/T 19889.4—2005,声学 建筑和建筑构件隔声测量 第4部分：房间之间空气声隔声的现场测量,国家标准,全国声学标准化技术委员会（TC 17）,undefined,2006-04-01,undefined,东南大学,undefined,2005-09-09,中华人民共和国国家质量监督检验检疫总局/中国国家标准化管理委员会,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,gbt-50121-2005,GB/T 50121—2005,建筑隔声评价标准,国家标准,undefined,undefined,2005-10-01,undefined,undefined,undefined,2005-07-15,中华人民共和国建设部/中华人民共和国国家质量监督检验检疫总局,undefined,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,true,undefined,undefined,undefined,undefined,undefined,undefined
